TF	miRNA
STAT3	hsa-miR-383-3p
STAT3	hsa-miR-383-5p
STAT3	hsa-miR-520d-3p
STAT3	hsa-miR-520d-5p
STAT3	hsa-miR-629-3p
STAT3	hsa-miR-629-5p
STAT3	hsa-miR-92a-1-5p
STAT3	hsa-miR-92a-3p
STAT3	hsa-miR-96-3p
STAT3	hsa-miR-96-5p
STAT4	hsa-miR-506-3p
STAT4	hsa-miR-506-5p
STAT5	hsa-miR-146b-3p
STAT5	hsa-miR-146b-5p
STAT5	hsa-miR-155-3p
STAT5	hsa-miR-155-5p
STAT5	hsa-miR-15a-3p
STAT5	hsa-miR-15a-5p
STAT5	hsa-miR-15b-3p
STAT5	hsa-miR-15b-5p
STAT5	hsa-miR-17-3p
STAT5	hsa-miR-17-5p
STAT5	hsa-miR-182-3p
STAT5	hsa-miR-182-5p
STAT5	hsa-miR-183-3p
STAT5	hsa-miR-183-5p
STAT5	hsa-miR-18a-3p
STAT5	hsa-miR-18a-5p
STAT5	hsa-miR-195-3p
STAT5	hsa-miR-195-5p
STAT5	hsa-miR-19a-3p
STAT5	hsa-miR-19a-5p
STAT5	hsa-miR-19b-1-5p
STAT5	hsa-miR-19b-3p
STAT5	hsa-miR-20a-3p
STAT5	hsa-miR-20a-5p
STAT5	hsa-miR-22-3p
STAT5	hsa-miR-22-5p
STAT5	hsa-miR-92a-1-5p
STAT5	hsa-miR-92a-3p
STAT5	hsa-miR-96-3p
STAT5	hsa-miR-96-5p
STAT6	hsa-miR-142-3p
STAT6	hsa-miR-142-5p
STAT6	hsa-miR-342-3p
STAT6	hsa-miR-342-5p
SUV39H1	hsa-miR-122-3p
SUV39H1	hsa-miR-122-5p
SUZ12	hsa-miR-217-3p
SUZ12	hsa-miR-217-5p
SUZ12	hsa-miR-31-3p
SUZ12	hsa-miR-31-5p
TAF15	hsa-miR-17-3p
TAF15	hsa-miR-17-5p
TAF15	hsa-miR-20a-3p
TAF15	hsa-miR-20a-5p
TAL1	hsa-miR-144-3p
TAL1	hsa-miR-144-5p
TAL1	hsa-miR-146b-3p
TAL1	hsa-miR-146b-5p
TAL1	hsa-miR-223-3p
TAL1	hsa-miR-223-5p
TAL1	hsa-miR-29c-3p
TAL1	hsa-miR-29c-5p
TAL1	hsa-miR-620
TAZ	hsa-miR-106b-3p
TAZ	hsa-miR-106b-5p
TAZ	hsa-miR-25-3p
TAZ	hsa-miR-25-5p
TAZ	hsa-miR-93-3p
TAZ	hsa-miR-93-5p
TBX1	hsa-miR-96-3p
TBX1	hsa-miR-96-5p
TCF3	hsa-miR-320a-3p
TCF3	hsa-miR-320a-5p
TCF3	hsa-miR-495-3p
TCF3	hsa-miR-495-5p
TCF4	hsa-miR-125b-1-3p
TCF4	hsa-miR-125b-5p
TCF4	hsa-miR-146a-3p
TCF4	hsa-miR-146a-5p
TCF4	hsa-miR-181a-2-3p
TCF4	hsa-miR-181a-5p
TCF4	hsa-miR-181b-2-3p
TCF4	hsa-miR-181b-5p
TCF4	hsa-miR-21-3p
TCF4	hsa-miR-21-5p
TCF4	hsa-miR-34a-3p
TCF4	hsa-miR-34a-5p
TCF7L2	hsa-miR-181a-2-3p
TCF7L2	hsa-miR-181a-5p
TCF7L2	hsa-miR-181b-2-3p
TCF7L2	hsa-miR-181b-5p
TCF7L2	hsa-miR-21-3p
TCF7L2	hsa-miR-21-5p
TEAD1	hsa-miR-106b-3p
TEAD1	hsa-miR-106b-5p
TEAD1	hsa-miR-25-3p
TEAD1	hsa-miR-25-5p
TEAD1	hsa-miR-93-3p
TEAD1	hsa-miR-93-5p
TEAD2	hsa-miR-130a-3p
TEAD2	hsa-miR-130a-5p
TFAP2A	hsa-miR-126-3p
TFAP2A	hsa-miR-126-5p
TFAP2A	hsa-miR-17-3p
TFAP2A	hsa-miR-17-5p
TFAP2A	hsa-miR-18a-3p
TFAP2A	hsa-miR-18a-5p
TFAP2A	hsa-miR-19a-3p
TFAP2A	hsa-miR-19a-5p
TFAP2A	hsa-miR-19b-1-5p
TFAP2A	hsa-miR-19b-3p
TFAP2A	hsa-miR-20a-3p
TFAP2A	hsa-miR-20a-5p
TFAP2A	hsa-miR-214-3p
TFAP2A	hsa-miR-214-5p
TFAP2A	hsa-miR-638
TFAP2A	hsa-miR-92a-1-5p
TFAP2A	hsa-miR-92a-3p
TFAP2A	hsa-miR-944
TFAP2C	hsa-miR-944
TGFB1	hsa-let-7d-3p
TGFB1	hsa-let-7d-5p
TGFB1	hsa-miR-122-3p
TGFB1	hsa-miR-122-5p
TGFB1	hsa-miR-141-3p
TGFB1	hsa-miR-141-5p
TGFB1	hsa-miR-143-3p
TGFB1	hsa-miR-143-5p
TGFB1	hsa-miR-145-3p
TGFB1	hsa-miR-145-5p
TGFB1	hsa-miR-146a-3p
TGFB1	hsa-miR-146a-5p
TGFB1	hsa-miR-155-3p
TGFB1	hsa-miR-155-5p
TGFB1	hsa-miR-181b-2-3p
TGFB1	hsa-miR-181b-3p
TGFB1	hsa-miR-181b-5p
TGFB1	hsa-miR-192-3p
TGFB1	hsa-miR-192-5p
TGFB1	hsa-miR-200a-3p
TGFB1	hsa-miR-200a-5p
TGFB1	hsa-miR-200b-3p
TGFB1	hsa-miR-200b-5p
TGFB1	hsa-miR-200c-3p
TGFB1	hsa-miR-200c-5p
TGFB1	hsa-miR-205-3p
TGFB1	hsa-miR-205-5p
TGFB1	hsa-miR-21-3p
TGFB1	hsa-miR-215-3p
TGFB1	hsa-miR-215-5p
TGFB1	hsa-miR-21-5p
TGFB1	hsa-miR-216a-3p
TGFB1	hsa-miR-216a-5p
TGFB1	hsa-miR-217-3p
TGFB1	hsa-miR-217-5p
TGFB1	hsa-miR-224-3p
TGFB1	hsa-miR-224-5p
TGFB1	hsa-miR-23a-3p
TGFB1	hsa-miR-23a-5p
TGFB1	hsa-miR-27a-3p
TGFB1	hsa-miR-27a-5p
TGFB1	hsa-miR-29a-3p
TGFB1	hsa-miR-29a-5p
TGFB1	hsa-miR-421
TGFB1	hsa-miR-424-3p
TGFB1	hsa-miR-424-5p
TGFB1	hsa-miR-429
TGFB1	hsa-miR-433-3p
TGFB1	hsa-miR-433-5p
TGFB1	hsa-miR-503-3p
TGFB1	hsa-miR-503-5p
TH	hsa-miR-21-3p
TH	hsa-miR-21-5p
THRA	hsa-miR-181d-3p
THRA	hsa-miR-181d-5p
TLR2	hsa-miR-125a-3p
TLR2	hsa-miR-125a-5p
TLR2	hsa-miR-146a-3p
TLR2	hsa-miR-146a-5p
TLR2	hsa-miR-27a-3p
TLR2	hsa-miR-27a-5p
TLR4	hsa-miR-187-3p
TLR4	hsa-miR-187-5p
TLR4	hsa-miR-27a-3p
TLR4	hsa-miR-27a-5p
TLX1	hsa-miR-17-3p
TLX1	hsa-miR-17-5p
TLX1	hsa-miR-18a-3p
TLX1	hsa-miR-18a-5p
TLX1	hsa-miR-19a-3p
TLX1	hsa-miR-19a-5p
TLX1	hsa-miR-20a-3p
TLX1	hsa-miR-20a-5p
TLX3	hsa-miR-17-3p
TLX3	hsa-miR-17-5p
TLX3	hsa-miR-18a-3p
TLX3	hsa-miR-18a-5p
TLX3	hsa-miR-19a-3p
TLX3	hsa-miR-19a-5p
TLX3	hsa-miR-20a-3p
TLX3	hsa-miR-20a-5p
TNF	hsa-let-7a-3p
TNF	hsa-let-7a-5p
TNF	hsa-let-7d-3p
TNF	hsa-let-7d-5p
TNF	hsa-let-7f-1-3p
TNF	hsa-let-7f-5p
TNF	hsa-miR-146b-3p
TNF	hsa-miR-146b-5p
TNF	hsa-miR-17-3p
TNF	hsa-miR-17-5p
TNF	hsa-miR-181a-3p
TNF	hsa-miR-181a-5p
TNF	hsa-miR-181b-3p
TNF	hsa-miR-181b-5p
TNF	hsa-miR-31-3p
TNF	hsa-miR-31-5p
TNFSF12	hsa-miR-133b
TNFSF12	hsa-miR-1-3p
TNFSF12	hsa-miR-146a-3p
TNFSF12	hsa-miR-146a-5p
TNFSF12	hsa-miR-1-5p
TNFSF12	hsa-miR-206
TNFSF12	hsa-miR-455-3p
TNFSF12	hsa-miR-455-5p
TP53	hsa-miR-100-3p
TP53	hsa-miR-100-5p
TP53	hsa-miR-106a-3p
TP53	hsa-miR-106a-5p
TP53	hsa-miR-107
TP53	hsa-miR-10b-3p
TP53	hsa-miR-10b-5p
TP53	hsa-miR-1204
TP53	hsa-miR-1206
TP53	hsa-miR-1246
TP53	hsa-miR-125a-3p
TP53	hsa-miR-125a-5p
TP53	hsa-miR-127-3p
TP53	hsa-miR-127-5p
TP53	hsa-miR-1275
TP53	hsa-miR-1277-3p
TP53	hsa-miR-1277-5p
TP53	hsa-miR-1323
TP53	hsa-miR-139-3p
TP53	hsa-miR-139-5p
TP53	hsa-miR-141-3p
TP53	hsa-miR-141-5p
TP53	hsa-miR-142-3p
TP53	hsa-miR-142-5p
TP53	hsa-miR-143-3p
TP53	hsa-miR-143-5p
TP53	hsa-miR-145-3p
TP53	hsa-miR-145-5p
TP53	hsa-miR-146a-3p
TP53	hsa-miR-146a-5p
TP53	hsa-miR-148a-3p
TP53	hsa-miR-148a-5p
TP53	hsa-miR-149-3p
TP53	hsa-miR-149-5p
TP53	hsa-miR-150-3p
TP53	hsa-miR-150-5p
TP53	hsa-miR-151a-3p
TP53	hsa-miR-151a-5p
TP53	hsa-miR-155-3p
TP53	hsa-miR-155-5p
TP53	hsa-miR-15a-3p
TP53	hsa-miR-15a-5p
TP53	hsa-miR-15b-3p
TP53	hsa-miR-15b-5p
TP53	hsa-miR-16-1-3p
TP53	hsa-miR-16-2-3p
TP53	hsa-miR-16-5p
TP53	hsa-miR-17-3p
TP53	hsa-miR-17-5p
TP53	hsa-miR-184
TP53	hsa-miR-18a-3p
TP53	hsa-miR-18a-5p
TP53	hsa-miR-191-3p
TP53	hsa-miR-191-5p
TP53	hsa-miR-192-3p
TP53	hsa-miR-192-5p
TP53	hsa-miR-193b-3p
TP53	hsa-miR-193b-5p
TP53	hsa-miR-196a-1-3p
TP53	hsa-miR-196a-5p
TP53	hsa-miR-198
TP53	hsa-miR-19a-3p
TP53	hsa-miR-19a-5p
TP53	hsa-miR-19b-1-5p
TP53	hsa-miR-19b-3p
TP53	hsa-miR-200a-3p
TP53	hsa-miR-200a-5p
TP53	hsa-miR-200b-3p
TP53	hsa-miR-200b-5p
TP53	hsa-miR-200c-3p
TP53	hsa-miR-200c-5p
TP53	hsa-miR-202-3p
TP53	hsa-miR-202-5p
TP53	hsa-miR-205-3p
TP53	hsa-miR-205-5p
TP53	hsa-miR-20a-3p
TP53	hsa-miR-20a-5p
TP53	hsa-miR-210-3p
TP53	hsa-miR-210-5p
TP53	hsa-miR-215-3p
TP53	hsa-miR-215-5p
TP53	hsa-miR-221-3p
TP53	hsa-miR-221-5p
TP53	hsa-miR-222-3p
TP53	hsa-miR-222-5p
TP53	hsa-miR-22-3p
TP53	hsa-miR-224-3p
TP53	hsa-miR-224-5p
TP53	hsa-miR-22-5p
TP53	hsa-miR-23b-3p
TP53	hsa-miR-23b-5p
TP53	hsa-miR-27a-3p
TP53	hsa-miR-27a-5p
TP53	hsa-miR-27b-3p
TP53	hsa-miR-27b-5p
TP53	hsa-miR-29a-3p
TP53	hsa-miR-29a-5p
TP53	hsa-miR-300
TP53	hsa-miR-34a-3p
TP53	hsa-miR-34a-5p
TP53	hsa-miR-34b-3p
TP53	hsa-miR-34b-5p
TP53	hsa-miR-34c-3p
TP53	hsa-miR-34c-5p
TP53	hsa-miR-3661
TP53	hsa-miR-3662
TP53	hsa-miR-381-3p
TP53	hsa-miR-381-5p
TP53	hsa-miR-429
TP53	hsa-miR-4521
TP53	hsa-miR-502-3p
TP53	hsa-miR-502-5p
TP53	hsa-miR-504-3p
TP53	hsa-miR-504-5p
TP53	hsa-miR-506-3p
TP53	hsa-miR-506-5p
TP53	hsa-miR-519d-3p
TP53	hsa-miR-519d-5p
TP53	hsa-miR-590-3p
TP53	hsa-miR-590-5p
TP53	hsa-miR-605-3p
TP53	hsa-miR-605-5p
TP53	hsa-miR-655-3p
TP53	hsa-miR-655-5p
TP53	hsa-miR-7-1-3p
TP53	hsa-miR-7-5p
TP53	hsa-miR-92a-1-5p
TP53	hsa-miR-92a-3p
TP53	hsa-miR-9-3p
TP53	hsa-miR-9-5p
TP63	hsa-miR-1204
TP63	hsa-miR-1246
TP63	hsa-miR-130b-3p
TP63	hsa-miR-130b-5p
TP63	hsa-miR-133b
TP63	hsa-miR-138-2-3p
TP63	hsa-miR-138-5p
TP63	hsa-miR-155-3p
TP63	hsa-miR-155-5p
TP63	hsa-miR-181b-3p
TP63	hsa-miR-181b-5p
TP63	hsa-miR-193a-3p
TP63	hsa-miR-193a-5p
TP63	hsa-miR-200a-3p
TP63	hsa-miR-200a-5p
TP63	hsa-miR-200b-3p
TP63	hsa-miR-200b-5p
TP63	hsa-miR-202-3p
TP63	hsa-miR-202-5p
TP63	hsa-miR-205-3p
TP63	hsa-miR-205-5p
TP63	hsa-miR-34a-3p
TP63	hsa-miR-34a-5p
TP63	hsa-miR-374a-3p
TP63	hsa-miR-374a-5p
TP63	hsa-miR-429
TP63	hsa-miR-630
TP63	hsa-miR-944
TP73	hsa-miR-1204
TP73	hsa-miR-1246
TP73	hsa-miR-143-3p
TP73	hsa-miR-143-5p
TP73	hsa-miR-145-3p
TP73	hsa-miR-145-5p
TP73	hsa-miR-193a-3p
TP73	hsa-miR-193a-5p
TP73	hsa-miR-200a-3p
TP73	hsa-miR-200a-5p
TP73	hsa-miR-200b-3p
TP73	hsa-miR-200b-5p
TP73	hsa-miR-202-3p
TP73	hsa-miR-202-5p
TP73	hsa-miR-205-3p
TP73	hsa-miR-205-5p
TP73	hsa-miR-34a-3p
TP73	hsa-miR-34a-5p
TP73	hsa-miR-429
TRIM32	hsa-let-7b-3p
TRIM32	hsa-let-7b-5p
TRIM32	hsa-let-7c-3p
TRIM32	hsa-let-7c-5p
TRIM32	hsa-let-7d-3p
TRIM32	hsa-let-7d-5p
TRIM32	hsa-let-7e-3p
TRIM32	hsa-let-7e-5p
TRIM32	hsa-let-7g-3p
TRIM32	hsa-let-7g-5p
TRIM32	hsa-let-7i-3p
TRIM32	hsa-let-7i-5p
TTF1	hsa-miR-32-3p
TTF1	hsa-miR-32-5p
TTF1	hsa-miR-33a-3p
TTF1	hsa-miR-33a-5p
TWIST1	hsa-let-7i-3p
TWIST1	hsa-let-7i-5p
TWIST1	hsa-miR-10a-3p
TWIST1	hsa-miR-10a-5p
TWIST1	hsa-miR-10b-3p
TWIST1	hsa-miR-10b-5p
TWIST1	hsa-miR-141-3p
TWIST1	hsa-miR-141-5p
TWIST1	hsa-miR-181a-3p
TWIST1	hsa-miR-181a-5p
TWIST1	hsa-miR-181b-3p
TWIST1	hsa-miR-181b-5p
TWIST1	hsa-miR-192-3p
TWIST1	hsa-miR-192-5p
TWIST1	hsa-miR-199a-3p
TWIST1	hsa-miR-199a-5p
TWIST1	hsa-miR-200a-3p
TWIST1	hsa-miR-200a-5p
TWIST1	hsa-miR-200b-3p
TWIST1	hsa-miR-200b-5p
TWIST1	hsa-miR-200c-3p
TWIST1	hsa-miR-200c-5p
TWIST1	hsa-miR-205-3p
TWIST1	hsa-miR-205-5p
TWIST1	hsa-miR-214-3p
TWIST1	hsa-miR-214-5p
TWIST1	hsa-miR-223-3p
TWIST1	hsa-miR-223-5p
TWIST1	hsa-miR-27a-3p
TWIST1	hsa-miR-27a-5p
TWIST1	hsa-miR-3120-3p
TWIST1	hsa-miR-3120-5p
TWIST1	hsa-miR-371a-3p
TWIST1	hsa-miR-371a-5p
TWIST1	hsa-miR-371b-3p
TWIST1	hsa-miR-371b-5p
TWIST1	hsa-miR-372-3p
TWIST1	hsa-miR-372-5p
TWIST1	hsa-miR-373-3p
TWIST1	hsa-miR-373-5p
TWIST1	hsa-miR-429
UBE2I	hsa-miR-200c-3p
UBE2I	hsa-miR-200c-5p
USF1	hsa-miR-132-3p
USF1	hsa-miR-132-5p
USF1	hsa-miR-148a-3p
USF1	hsa-miR-148a-5p
USF1	hsa-miR-483-3p
USF1	hsa-miR-483-5p
VDR	hsa-miR-145-3p
VDR	hsa-miR-145-5p
VHL	hsa-miR-210-3p
VHL	hsa-miR-210-5p
XBP1	hsa-miR-346
YAP1	hsa-miR-106b-3p
YAP1	hsa-miR-106b-5p
YAP1	hsa-miR-130a-3p
YAP1	hsa-miR-130a-5p
YAP1	hsa-miR-25-3p
YAP1	hsa-miR-25-5p
YAP1	hsa-miR-93-3p
YAP1	hsa-miR-93-5p
YBX1	hsa-miR-29b-2-5p
YBX1	hsa-miR-29b-3p
YY1	hsa-let-7a-2-3p
YY1	hsa-let-7a-3p
YY1	hsa-let-7a-5p
YY1	hsa-miR-10a-3p
YY1	hsa-miR-10a-5p
YY1	hsa-miR-137-3p
YY1	hsa-miR-137-5p
YY1	hsa-miR-155-3p
YY1	hsa-miR-155-5p
YY1	hsa-miR-2682-3p
YY1	hsa-miR-2682-5p
YY1	hsa-miR-29a-3p
YY1	hsa-miR-29a-5p
YY1	hsa-miR-29c-3p
YY1	hsa-miR-29c-5p
YY1	hsa-miR-31-3p
YY1	hsa-miR-31-5p
YY1	hsa-miR-372-3p
YY1	hsa-miR-372-5p
YY1	hsa-miR-9-3p
YY1	hsa-miR-9-5p
ZBTB16	hsa-miR-146a-3p
ZBTB16	hsa-miR-146a-5p
ZBTB16	hsa-miR-221-3p
ZBTB16	hsa-miR-221-5p
ZBTB16	hsa-miR-222-3p
ZBTB16	hsa-miR-222-5p
ZBTB4	hsa-miR-31-3p
ZBTB4	hsa-miR-31-5p
ZBTB7A	hsa-miR-21-3p
ZBTB7A	hsa-miR-21-5p
ZBTB7A	hsa-miR-675-3p
ZBTB7A	hsa-miR-675-5p
ZEB1	hsa-miR-100-3p
ZEB1	hsa-miR-100-5p
ZEB1	hsa-miR-101-3p
ZEB1	hsa-miR-101-5p
ZEB1	hsa-miR-107
ZEB1	hsa-miR-141-3p
ZEB1	hsa-miR-141-5p
ZEB1	hsa-miR-145-3p
ZEB1	hsa-miR-145-5p
ZEB1	hsa-miR-15b-3p
ZEB1	hsa-miR-15b-5p
ZEB1	hsa-miR-182-3p
ZEB1	hsa-miR-182-5p
ZEB1	hsa-miR-183-3p
ZEB1	hsa-miR-183-5p
ZEB1	hsa-miR-200a-3p
ZEB1	hsa-miR-200a-5p
ZEB1	hsa-miR-200b-3p
ZEB1	hsa-miR-200b-5p
ZEB1	hsa-miR-200c-3p
ZEB1	hsa-miR-200c-5p
ZEB1	hsa-miR-205-3p
ZEB1	hsa-miR-205-5p
ZEB1	hsa-miR-335-3p
ZEB1	hsa-miR-335-5p
ZEB1	hsa-miR-34a-3p
ZEB1	hsa-miR-34a-5p
ZEB1	hsa-miR-34b-3p
ZEB1	hsa-miR-34b-5p
ZEB1	hsa-miR-34c-3p
ZEB1	hsa-miR-34c-5p
ZEB1	hsa-miR-375-3p
ZEB1	hsa-miR-375-5p
ZEB1	hsa-miR-429
ZEB1	hsa-miR-96-3p
ZEB1	hsa-miR-96-5p
ZEB2	hsa-miR-107
ZEB2	hsa-miR-128-2-5p
ZEB2	hsa-miR-128-3p
ZEB2	hsa-miR-141-3p
ZEB2	hsa-miR-141-5p
ZEB2	hsa-miR-145-3p
ZEB2	hsa-miR-145-5p
ZEB2	hsa-miR-15b-3p
ZEB2	hsa-miR-15b-5p
ZEB2	hsa-miR-200a-3p
ZEB2	hsa-miR-200a-5p
ZEB2	hsa-miR-200b-3p
ZEB2	hsa-miR-200b-5p
ZEB2	hsa-miR-200c-3p
ZEB2	hsa-miR-200c-5p
ZEB2	hsa-miR-335-3p
ZEB2	hsa-miR-335-5p
ZEB2	hsa-miR-429
ZFP42	hsa-miR-302a-3p
ZFP42	hsa-miR-302a-5p
ZFP42	hsa-miR-302b-3p
ZFP42	hsa-miR-302b-5p
ZFP42	hsa-miR-302c-3p
ZFP42	hsa-miR-302c-5p
ZFP42	hsa-miR-302d-3p
ZFP42	hsa-miR-302d-5p
ZFP42	hsa-miR-367-3p
ZFP42	hsa-miR-367-5p
ZIC1	hsa-miR-23a-3p
ZIC1	hsa-miR-23a-5p
ZIC1	hsa-miR-24-2-5p
ZIC1	hsa-miR-24-3p
ZIC1	hsa-miR-27a-3p
ZIC1	hsa-miR-27a-5p
